time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1701864729967943000,0.17794287109375,0.9064124226570129,0.329262375831604,0.08222544193267822,0.25147929787635803,0.021493474021553993,-0.6922242045402527,-2.5925660133361816
1701864729977535700,0.18753564453125,0.9025275111198425,0.3324263393878937,0.07897409051656723,0.262106716632843,0.041345369070768356,-0.6963831186294556,-2.5613045692443848
1701864729987129000,0.197129150390625,0.9389562010765076,0.3422486484050751,-0.010056300088763237,0.03355594724416733,0.05461863800883293,-0.6971536874771118,-3.0502943992614746
1701864729996721700,0.2067216796875,0.9393694996833801,0.34202268719673157,-0.015524119138717651,0.019088784232735634,0.05509781464934349,-0.6970762610435486,-3.0809311866760254
1701864730006313500,0.2163134765625,0.9392496943473816,0.342628538608551,-0.012372101657092571,0.016204938292503357,0.04487154632806778,-0.6987048387527466,-3.0907411575317383
1701864730015906300,0.22590625,0.9388551712036133,0.34372949600219727,-0.004936628509312868,0.019407710060477257,0.02960115298628807,-0.7013279795646667,-3.0894269943237305
1701864730025499600,0.235499755859375,0.9382749199867249,0.3451719582080841,0.0019656193908303976,0.022194623947143555,0.01527157798409462,-0.704718828201294,-3.0886764526367188
1701864730035092200,0.24509228515625,0.9378429651260376,0.34601178765296936,0.009134580381214619,0.025357268750667572,0.000544753682333976,-0.7068907618522644,-3.087329149246216
1701864730044684000,0.25468408203125,0.9374480247497559,0.3466525375843048,0.015827514231204987,0.027796918526291847,-0.013702653348445892,-0.7086604833602905,-3.0873758792877197
1701864730054276600,0.264276611328125,0.9372416138648987,0.3468770980834961,0.02132110297679901,0.0282804723829031,-0.02682003192603588,-0.7094561457633972,-3.0911972522735596
1701864730063870200,0.2738701171875,0.9371183514595032,0.34687501192092896,0.026293160393834114,0.02820652164518833,-0.039178356528282166,-0.709703803062439,-3.095931053161621
1701864730073462800,0.283462890625,0.9368484616279602,0.3473653197288513,0.029723184183239937,0.0277276411652565,-0.04809160530567169,-0.7108862996101379,-3.100271463394165
1701864730083054600,0.2930546875,0.9368754625320435,0.3467608094215393,0.033809106796979904,0.029636086896061897,-0.05645737797021866,-0.7098860144615173,-3.099278211593628
1701864730092647200,0.302647216796875,0.9366132020950317,0.34655025601387024,0.03863034397363663,0.034151967614889145,-0.06424979120492935,-0.7099629044532776,-3.092521905899048
1701864730102240800,0.31224072265625,0.9363017082214355,0.34596994519233704,0.044229935854673386,0.041080743074417114,-0.07176756113767624,-0.7095580101013184,-3.0804941654205322
1701864730111833000,0.3218330078125,0.9361563920974731,0.34437480568885803,0.050520364195108414,0.04964791238307953,-0.07953932136297226,-0.7073131203651428,-3.065001964569092
1701864730121425200,0.331425048828125,0.936406672000885,0.34151729941368103,0.056277405470609665,0.05780463293194771,-0.08646813035011292,-0.7024692893028259,-3.049990177154541
1701864730131017700,0.341017822265625,0.937006950378418,0.33782443404197693,0.06103108450770378,0.06455836445093155,-0.09231094270944595,-0.6957585215568542,-3.037508249282837
1701864730140611000,0.350611083984375,0.9377327561378479,0.3340412676334381,0.06483489274978638,0.06978663802146912,-0.09725836664438248,-0.6886975765228271,-3.0279297828674316
1701864730150203600,0.36020361328125,0.9382129311561584,0.3310123383998871,0.06828491389751434,0.07432698458433151,-0.10194170475006104,-0.6831908822059631,-3.0197501182556152
1701864730159795700,0.369795654296875,0.938086748123169,0.32950788736343384,0.07185040414333344,0.07909069955348969,-0.10662222653627396,-0.6810116767883301,-3.0111775398254395
1701864730169388300,0.37938818359375,0.9374161958694458,0.33031657338142395,0.07366310060024261,0.08194860070943832,-0.1084902435541153,-0.6833074688911438,-3.0058088302612305
1701864730178981600,0.388981689453125,0.9366735219955444,0.3335181772708893,0.07138222455978394,0.07945362478494644,-0.104815773665905,-0.6894831657409668,-3.010014533996582
1701864730188574200,0.39857421875,0.9358081221580505,0.33810973167419434,0.06714280694723129,0.07373496890068054,-0.09910993278026581,-0.6980345845222473,-3.0204250812530518
1701864730198166000,0.408166015625,0.9348559975624084,0.34209832549095154,0.06479345262050629,0.069388747215271,-0.09694341570138931,-0.7057663202285767,-3.029144763946533
1701864730207758600,0.417758544921875,0.9341036677360535,0.34453898668289185,0.06480824947357178,0.06740279495716095,-0.09863263368606567,-0.7107558250427246,-3.03415846824646
1701864730217352200,0.427352294921875,0.9337012767791748,0.34540072083473206,0.06638222187757492,0.06703514605760574,-0.10281982272863388,-0.7127305269241333,-3.036553144454956
