version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs
3,GM1913,1697745301308,2023-10-19_19-55-01,Europe/Warsaw,android,1.22.0,59f0d798-d350-4f30-8455-2c49d879b402,Accelerometer|Gravity|Gyroscope|Orientation|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10||10|10|10
