time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1701857490530293200,0.171293212890625,-0.920065701007843,-0.3311745524406433,0.08834225684404373,0.18973183631896973,0.04818595573306084,-0.6983141303062439,2.7524092197418213
1701857490539886600,0.180886474609375,-0.9199017882347107,-0.3243347704410553,0.10038309544324875,0.1962418407201767,0.0744456872344017,-0.6894475817680359,2.747976779937744
1701857490549480400,0.19048046875,-0.9198886156082153,-0.3192247152328491,0.10813780128955841,0.20051631331443787,0.09152619540691376,-0.6824151873588562,2.7448697090148926
1701857490559073500,0.200073486328125,-0.9200300574302673,-0.31611180305480957,0.11232073605060577,0.20248976349830627,0.1011589989066124,-0.6778917908668518,2.7440099716186523
1701857490568665900,0.209665771484375,-0.9199743866920471,-0.31433531641960144,0.11590728163719177,0.2034844160079956,0.10960010439157486,-0.6758126020431519,2.7447776794433594
1701857490578259000,0.219259033203125,-0.9221359491348267,-0.31102749705314636,0.11527113616466522,0.19909746944904327,0.11329171061515808,-0.66813063621521,2.7556605339050293
1701857490587852800,0.228852783203125,-0.9254772067070007,-0.30845120549201965,0.1099109947681427,0.19044514000415802,0.10898486524820328,-0.6595903038978577,2.7730355262756348
1701857490597446000,0.23844580078125,-0.9299837350845337,-0.30481693148612976,0.10129071027040482,0.17876528203487396,0.09973188489675522,-0.6474621891975403,2.7952654361724854
1701857490607038200,0.2480380859375,-0.9344546794891357,-0.30186060070991516,0.09069395810365677,0.16567827761173248,0.08648591488599777,-0.6362733244895935,2.819138526916504
1701857490616631300,0.25763134765625,-0.9384920001029968,-0.29984408617019653,0.07909775525331497,0.1518874615430832,0.07092446833848953,-0.6271389126777649,2.843698263168335
1701857490626225200,0.26722509765625,-0.9422043561935425,-0.29826536774635315,0.06665346026420593,0.13728071749210358,0.05369982868432999,-0.6191637516021729,2.86940598487854
1701857490635818200,0.276818359375,-0.9453751444816589,-0.29715725779533386,0.05420762673020363,0.12257633358240128,0.03624531999230385,-0.6127744913101196,2.8951807022094727
1701857490645410600,0.28641064453125,-0.947659432888031,-0.29692700505256653,0.043142255395650864,0.10915443301200867,0.020664924755692482,-0.6091733574867249,2.918733596801758
1701857490655003600,0.296003662109375,-0.9492262005805969,-0.29739463329315186,0.03340689465403557,0.0970054492354393,0.006972396280616522,-0.6078097224235535,2.9400980472564697
1701857490664597500,0.305597412109375,-0.9502713084220886,-0.29814234375953674,0.025093983858823776,0.08640541136264801,-0.004665265791118145,-0.607685387134552,2.9587743282318115
1701857490674190600,0.315190673828125,-0.9508211016654968,-0.29916438460350037,0.018824268132448196,0.07801027595996857,-0.013261283747851849,-0.6087477207183838,2.973703145980835
1701857490683783000,0.324782958984375,-0.9510954022407532,-0.3000119924545288,0.014679196290671825,0.07207565009593964,-0.01869637332856655,-0.6099129319190979,2.9844329357147217
1701857490693376000,0.3343759765625,-0.9516867995262146,-0.299585223197937,0.010153309442102909,0.06661690026521683,-0.025094762444496155,-0.6084244847297668,2.993943929672241
1701857490702969900,0.343969970703125,-0.9528132677078247,-0.2972871661186218,0.004482762422412634,0.06121343746781349,-0.0338226743042469,-0.6029407382011414,3.002761125564575
1701857490712563000,0.35356298828125,-0.9539855122566223,-0.29442667961120605,-0.0013853870332241058,0.056768808513879776,-0.04360991343855858,-0.5963186025619507,3.009314775466919
1701857490722155300,0.3631552734375,-0.9548937082290649,-0.2918698191642761,-0.0057635377161204815,0.054376401007175446,-0.05148649960756302,-0.5905072689056396,3.0121631622314453
1701857490731748400,0.372748291015625,-0.9556951522827148,-0.2892898619174957,-0.008354305289685726,0.053743571043014526,-0.056473493576049805,-0.5848182439804077,3.0122361183166504
1701857490741342200,0.38234228515625,-0.9566963315010071,-0.2861185073852539,-0.011000175029039383,0.05241510272026062,-0.0609765350818634,-0.5779449939727783,3.013993740081787
1701857490750935300,0.391935302734375,-0.958090603351593,-0.28184980154037476,-0.015055427327752113,0.048952795565128326,-0.06704074889421463,-0.5687761306762695,3.0198895931243896
1701857490760527600,0.401527587890625,-0.9598016142845154,-0.27656763792037964,-0.020452527329325676,0.04327724501490593,-0.07454854249954224,-0.5575748085975647,3.0301260948181152
1701857490770120700,0.41112060546875,-0.96144700050354,-0.2713310420513153,-0.02572782337665558,0.036568086594343185,-0.08123163133859634,-0.5466861128807068,3.0427746772766113
1701857490779714600,0.420714599609375,-0.9628044962882996,-0.26687711477279663,-0.029910728335380554,0.02982359007000923,-0.08569511771202087,-0.5376476049423218,3.056039333343506
1701857490789307600,0.4303076171875,-0.9638671875,-0.26326984167099,-0.03327799588441849,0.023273196071386337,-0.08869668841362,-0.5305007696151733,3.0692014694213867
1701857490798900000,0.43989990234375,-0.9646235108375549,-0.2605748474597931,-0.03625217080116272,0.016970323398709297,-0.09118783473968506,-0.5253118872642517,3.0818777084350586
1701857490808493000,0.4494931640625,-0.965086817741394,-0.25881248712539673,-0.038707125931978226,0.011194717139005661,-0.09301334619522095,-0.5220826268196106,3.0935304164886475
1701857490818087000,0.4590869140625,-0.9653224349021912,-0.2578275501728058,-0.04051061347126961,0.006038635037839413,-0.09387527406215668,-0.520465612411499,3.1040682792663574
