version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs
3,22041216G,1697301602082,2023-10-14_16-40-02,Europe/Warsaw,android,1.21.0,1d383e09-b72f-4058-b687-d76b127ec28d,Accelerometer|Gravity|Gyroscope|Orientation|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10||10|10|10
