time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1701713474624661500,0.14666162109375,0.9190791249275208,0.3061528503894806,0.04199114441871643,0.24454179406166077,0.08943529427051544,-0.6227788329124451,-2.5926942825317383
1701713474634255000,0.156255126953125,0.9181469678878784,0.32048121094703674,0.028112540021538734,0.23131707310676575,0.12127123028039932,-0.6453818082809448,-2.6073923110961914
1701713474643849200,0.16584912109375,0.9180107116699219,0.32858529686927795,0.01808195374906063,0.22127148509025574,0.14227059483528137,-0.6576917171478271,-2.6199281215667725
1701713474653444400,0.1754443359375,0.9178680181503296,0.32993772625923157,0.01541450247168541,0.22004960477352142,0.14843624830245972,-0.6591719388961792,-2.6201376914978027
1701713474663038500,0.18503857421875,0.9166824817657471,0.3275262713432312,0.019614694640040398,0.22811192274093628,0.14360357820987701,-0.6553337574005127,-2.604921817779541
1701713474672632000,0.194632080078125,0.915067732334137,0.3241317868232727,0.025601256638765335,0.2386089265346527,0.13589613139629364,-0.6502966284751892,-2.585566520690918
1701713474682226200,0.20422607421875,0.9141368269920349,0.3209988474845886,0.029516201466321945,0.24585044384002686,0.13037806749343872,-0.6452357769012451,-2.572500467300415
1701713474691821300,0.2138212890625,0.9148631691932678,0.31661880016326904,0.0315418615937233,0.24856194853782654,0.12435054033994675,-0.6372730135917664,-2.569946765899658
1701713474701415700,0.223415771484375,0.914444088935852,0.3150162100791931,0.033442188054323196,0.25186988711357117,0.12141294032335281,-0.6347492337226868,-2.5641262531280518
1701713474711009000,0.233009033203125,0.9131514430046082,0.3119867742061615,0.03865595534443855,0.25946956872940063,0.11331053078174591,-0.630863606929779,-2.550880193710327
1701713474720603400,0.242603271484375,0.9119769334793091,0.30973461270332336,0.04266243427991867,0.265598326921463,0.10737522691488266,-0.6280942559242249,-2.5398976802825928
1701713474730198300,0.2521982421875,0.911129355430603,0.30813711881637573,0.04505850374698639,0.2699342966079712,0.10413910448551178,-0.6259053349494934,-2.5318169593811035
1701713474739792600,0.261792724609375,0.9108241200447083,0.30726954340934753,0.04544403776526451,0.27188169956207275,0.10407691448926926,-0.6241994500160217,-2.5278239250183105
1701713474749386000,0.271385986328125,0.9113053679466248,0.30712494254112244,0.04334317147731781,0.27077317237854004,0.10771128535270691,-0.622713565826416,-2.5292611122131348
1701713474758980400,0.28098046875,0.9125269651412964,0.30826815962791443,0.03841463103890419,0.2660630941390991,0.1158725917339325,-0.6224746704101562,-2.536874771118164
1701713474768575500,0.290575439453125,0.913183867931366,0.3102700710296631,0.03394457697868347,0.2620600163936615,0.1243285983800888,-0.6242122650146484,-2.542503833770752
1701713474778169600,0.300169677734375,0.9127466678619385,0.3125755488872528,0.03167435899376869,0.2611258924007416,0.13060486316680908,-0.6275293231010437,-2.5418691635131836
1701713474787763000,0.309762939453125,0.9120182991027832,0.3139793276786804,0.03116982989013195,0.26204586029052734,0.13367217779159546,-0.6298773288726807,-2.538409948348999
