time,seconds_elapsed,z,y,x
1701713683433651200,0.100651123046875,8.369244575500488,4.706878662109375,1.9928451776504517
1701713683443245600,0.11024560546875,8.724867820739746,4.0329742431640625,1.944784164428711
1701713683452839000,0.1198388671875,8.676931381225586,4.004278659820557,2.2015883922576904
1701713683462433000,0.12943310546875,8.310022354125977,4.502960681915283,2.614816665649414
1701713683472028200,0.139028076171875,7.924557209014893,4.806623935699463,3.2043964862823486
1701713683481622300,0.148622314453125,7.709742069244385,5.018941879272461,3.397129535675049
1701713683491215600,0.158215576171875,7.522327899932861,5.318661689758301,3.3610727787017822
1701713683500810000,0.16781005859375,7.4066243171691895,5.645445823669434,3.072662353515625
1701713683510404900,0.17740478515625,7.33400821685791,5.973306179046631,2.5888843536376953
1701713683519999000,0.1869990234375,7.287095069885254,6.234736919403076,2.048581600189209
1701713683529592600,0.196592529296875,7.273785591125488,6.396008014678955,1.5341171026229858
1701713683539186700,0.206186767578125,7.285310745239258,6.474495887756348,1.0842175483703613
1701713683548781800,0.21578173828125,7.32924747467041,6.47822380065918,0.6965188384056091
1701713683558376000,0.2253759765625,7.389827728271484,6.4369893074035645,0.354959100484848
1701713683567969300,0.23496923828125,7.452594757080078,6.373974323272705,0.04083533212542534
1701713683577563400,0.2445634765625,7.507792949676514,6.30344820022583,-0.26453083753585815
1701713683587158500,0.254158447265625,7.562726974487305,6.21609354019165,-0.5794221758842468
1701713683596752600,0.263752685546875,7.64797306060791,6.074697494506836,-0.8814483880996704
1701713683606346200,0.27334619140625,7.736008644104004,5.9243974685668945,-1.1072784662246704
1701713683615940400,0.2829404296875,7.819417476654053,5.79407262802124,-1.20657217502594
1701713683625535500,0.292535400390625,7.885570049285889,5.710886001586914,-1.1721546649932861
1701713683635129600,0.302129638671875,7.951499938964844,5.643743515014648,-1.04508638381958
1701713683644723000,0.311722900390625,8.014509201049805,5.581284046173096,-0.8873008489608765
1701713683654317000,0.321317138671875,8.059717178344727,5.535167694091797,-0.757139265537262
1701713683663912200,0.330912109375,8.084836959838867,5.509946823120117,-0.6680470705032349
1701713683673506300,0.34050634765625,8.097684860229492,5.496624946594238,-0.620479166507721
1701713683683099600,0.350099609375,8.098105430603027,5.499186038970947,-0.591632068157196
1701713683692694000,0.359694091796875,8.089868545532227,5.515139102935791,-0.5546747446060181
1701713683702289200,0.3692890625,8.08236026763916,5.53278923034668,-0.48382359743118286
1701713683711883300,0.37888330078125,8.080822944641113,5.543237209320068,-0.37840524315834045
1701713683721476600,0.3884765625,8.087037086486816,5.54154634475708,-0.24795281887054443
1701713683731070700,0.39807080078125,8.100176811218262,5.526599407196045,-0.11927943676710129
1701713683740665900,0.407665771484375,8.106630325317383,5.518247604370117,-0.04321270436048508
1701713683750260000,0.417260009765625,8.130058288574219,5.483642101287842,0.04712965339422226
1701713683759853300,0.426853271484375,8.175078392028809,5.415439605712891,0.10724642127752304
1701713683769447700,0.43644775390625,8.20403003692627,5.371502876281738,0.1059718057513237
1701713683779042600,0.44604248046875,8.240340232849121,5.316185474395752,0.07312770187854767
1701713683788637000,0.455636962890625,8.293068885803223,5.233946800231934,0.03451792523264885
1701713683798230300,0.465230224609375,8.36214828491211,5.122974395751953,0.0025754976086318493
1701713683807824400,0.474824462890625,8.440978050231934,4.991953372955322,-0.026109496131539345
1701713683817419500,0.48441943359375,8.518718719482422,4.857851028442383,-0.05562018230557442
1701713683827013600,0.494013671875,8.5845947265625,4.7400102615356445,-0.08626766502857208
1701713683836607000,0.50360693359375,8.634549140930176,4.647736549377441,-0.11615004390478134
1701713683846201300,0.513201416015625,8.665837287902832,4.588468074798584,-0.14002123475074768
1701713683855796200,0.522796142578125,8.673440933227539,4.573566436767578,-0.15587468445301056
1701713683865390300,0.532390380859375,8.65749740600586,4.603653430938721,-0.15649433434009552
1701713683874984000,0.54198388671875,8.621532440185547,4.6712822914123535,-0.13661392033100128
1701713683884578000,0.551578125,8.572423934936523,4.761835098266602,-0.09416656196117401
1701713683894173200,0.561173095703125,8.51665210723877,4.861677169799805,-0.03357437625527382
1701713683903767300,0.570767333984375,8.459761619567871,4.959977149963379,0.03795358166098595
1701713683913360600,0.580360595703125,8.405694961547852,5.049988269805908,0.11087226867675781
1701713683922954800,0.589954833984375,8.360397338867188,5.1227521896362305,0.1776532232761383
1701713683932550000,0.5995498046875,8.32732105255127,5.174403667449951,0.22727130353450775
1701713683942144000,0.60914404296875,8.30724048614502,5.205337047576904,0.25418341159820557
1701713683951737600,0.618737548828125,8.298200607299805,5.219663143157959,0.25565633177757263
1701713683961331700,0.628331787109375,8.297938346862793,5.220963954925537,0.23692958056926727
1701713683970926800,0.6379267578125,8.304743766784668,5.2113542556762695,0.20832641422748566
1701713683980521000,0.64752099609375,8.316563606262207,5.193647384643555,0.1766117662191391
1701713683990114300,0.6571142578125,8.331208229064941,5.170995712280273,0.14883922040462494
1701713683999708400,0.66670849609375,8.345766067504883,5.147954940795898,0.13090626895427704
1701713684009303600,0.676303466796875,8.357356071472168,5.129244804382324,0.12583012878894806
1701713684018897700,0.685897705078125,8.364033699035645,5.118175506591797,0.13267174363136292
1701713684028491000,0.695490966796875,8.364466667175293,5.117023468017578,0.1488390564918518
1701713684038085400,0.70508544921875,8.35861587524414,5.125919818878174,0.1699134111404419
1701713684047680300,0.71468017578125,8.348148345947266,5.142279148101807,0.18912795186042786
1701713684057274600,0.724274658203125,8.335232734680176,5.162644863128662,0.2034098207950592
1701713684066868000,0.733867919921875,8.322793960571289,5.182335376739502,0.2118866741657257
1701713684076462000,0.743462158203125,8.313840866088867,5.19656229019165,0.21490225195884705
1701713684086057200,0.75305712890625,8.311189651489258,5.200689792633057,0.21758809685707092
1701713684095651300,0.7626513671875,8.313928604125977,5.19627046585083,0.21852801740169525
1701713684105244700,0.77224462890625,8.322301864624023,5.182749271392822,0.2208922654390335
1701713684114839000,0.781839111328125,8.335752487182617,5.160792350769043,0.22768819332122803
1701713684124434000,0.791433837890625,8.351068496704102,5.1355156898498535,0.2377619594335556
1701713684134028000,0.801028076171875,8.366344451904297,5.110057353973389,0.24897833168506622
1701713684143621600,0.81062158203125,8.379070281982422,5.088650703430176,0.259222149848938
1701713684153215700,0.8202158203125,8.388522148132324,5.072599411010742,0.26801660656929016
1701713684162811000,0.829810791015625,8.394001007080078,5.063260078430176,0.27301299571990967
1701713684172405000,0.839405029296875,8.396293640136719,5.059359073638916,0.2748308777809143
1701713684181998300,0.848998291015625,8.396892547607422,5.057928562164307,0.2827429175376892
1701713684191592700,0.8585927734375,8.394730567932129,5.06114387512207,0.2893120348453522
1701713684201187600,0.8681875,8.394365310668945,5.06137752532959,0.2957405745983124
1701713684210781700,0.87778173828125,8.396842956542969,5.056875705718994,0.30238020420074463
1701713684220375300,0.887375244140625,8.3991117477417,5.052731037139893,0.3085688650608063
1701713684229969400,0.896969482421875,8.40066146850586,5.049688816070557,0.3161124289035797
1701713684239564300,0.906564208984375,8.402148246765137,5.046656608581543,0.32486531138420105
1701713684249158700,0.91615869140625,8.402359962463379,5.0456719398498535,0.3345309793949127
1701713684258752000,0.925751953125,8.402363777160645,5.044511318206787,0.3515363931655884
1701713684268346000,0.93534619140625,8.403429985046387,5.040677070617676,0.3798937499523163
1701713684277941200,0.944941162109375,8.40446949005127,5.035773754119873,0.4198475182056427
1701713684287535400,0.954535400390625,8.40573787689209,5.029571056365967,0.4662383198738098
1701713684297128700,0.964128662109375,8.406966209411621,5.023005962371826,0.5125630497932434
1701713684306723000,0.97372314453125,8.408493995666504,5.015974521636963,0.5546167492866516
1701713684316318000,0.98331787109375,8.410205841064453,5.008935928344727,0.591093897819519
1701713684325912000,0.992912109375,8.411762237548828,5.002609729766846,0.6217349171638489
1701713684335505700,1.002505615234375,8.413931846618652,4.996050834655762,0.6446710824966431
1701713684345099800,1.012099853515625,8.417766571044922,4.988123893737793,0.6559042930603027
1701713684354695000,1.02169482421875,8.423182487487793,4.978281497955322,0.6611279249191284
1701713684364289000,1.0312890625,8.427774429321289,4.970512390136719,0.6610633730888367
1701713684373882400,1.04088232421875,8.432014465332031,4.964151382446289,0.654768705368042
1701713684383476500,1.0504765625,8.436186790466309,4.9585490226745605,0.6433771252632141
1701713684393071600,1.060071533203125,8.440112113952637,4.953813552856445,0.6281874179840088
1701713684402665700,1.069665771484375,8.44351863861084,4.95016622543335,0.6109285950660706
1701713684412259000,1.079259033203125,8.445429801940918,4.948999881744385,0.5937227010726929
1701713684421853400,1.088853515625,8.445563316345215,4.95065975189209,0.5777553915977478
1701713684431448300,1.0984482421875,8.443944931030273,4.954903602600098,0.5649012327194214
1701713684441042700,1.108042724609375,8.440608024597168,4.9614787101745605,0.557002604007721
1701713684450636000,1.117635986328125,8.43539810180664,4.970580101013184,0.5547810792922974
1701713684460230100,1.127230224609375,8.428220748901367,4.982294082641602,0.5587897896766663
1701713684469825300,1.1368251953125,8.41895580291748,4.997102737426758,0.5661560893058777
1701713684479419400,1.14641943359375,8.407689094543457,5.015320777893066,0.5724666118621826
1701713684489012700,1.1560126953125,8.394749641418457,5.036562442779541,0.5758499503135681
1701713684498607000,1.165607177734375,8.381292343139648,5.059108734130859,0.5742408633232117
