time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1701714471667086300,0.11408642578125,0.7672315239906311,0.21726833283901215,0.19247634708881378,0.5719293355941772,-0.05625313147902489,-0.5866280198097229,-1.8774268627166748
1701714471676680000,0.123679931640625,0.7649149894714355,0.22300206124782562,0.18698641657829285,0.5746400952339172,-0.035820335149765015,-0.5896317958831787,-1.8638736009597778
1701714471686274000,0.133274169921875,0.7723041772842407,0.22195419669151306,0.17791442573070526,0.5680044293403625,-0.027036022394895554,-0.5763230919837952,-1.8813366889953613
1701714471695867400,0.142867431640625,0.7693712115287781,0.23299212753772736,0.16631300747394562,0.571071445941925,0.01219568494707346,-0.580531120300293,-1.860895037651062
1701714471705460000,0.1524599609375,0.7674947381019592,0.24356813728809357,0.15380257368087769,0.5726876854896545,0.05138115584850311,-0.5824075937271118,-1.8440883159637451
1701714471715053600,0.162053466796875,0.7730243802070618,0.24742178618907928,0.14102891087532043,0.5668567419052124,0.07442522794008255,-0.573306143283844,-1.854193925857544
1701714471724647700,0.171647705078125,0.7831936478614807,0.2460002899169922,0.12943865358829498,0.5561808943748474,0.08365258574485779,-0.5577921867370605,-1.8826208114624023
1701714471734241000,0.181240966796875,0.7954114079475403,0.24132347106933594,0.11957061290740967,0.542942464351654,0.08382602781057358,-0.5395416617393494,-1.9205055236816406
1701714471743833600,0.19083349609375,0.8076785206794739,0.23457637429237366,0.11242961883544922,0.5291397571563721,0.07691048085689545,-0.52118319272995,-1.9611191749572754
1701714471753427000,0.200427001953125,0.8162649869918823,0.22814446687698364,0.10991350561380386,0.5192115306854248,0.06583436578512192,-0.5081815719604492,-1.9914319515228271
1701714471763021300,0.210021240234375,0.8190643787384033,0.22516249120235443,0.11128254979848862,0.5158018469810486,0.05713760852813721,-0.5048140287399292,-2.0028440952301025
1701714471772614700,0.21961474609375,0.8202568888664246,0.22408002614974976,0.11293485760688782,0.5140160322189331,0.05154100060462952,-0.5048852562904358,-2.0087215900421143
