version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs
3,22041216G,1697745303408,2023-10-19_19-55-03,Europe/Warsaw,android,1.22.0,1d383e09-b72f-4058-b687-d76b127ec28d,Accelerometer|Gravity|Gyroscope|Orientation|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,5|5|5|5||5|5|5
