time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1697732984826790100,0.0597900390625,-0.8797240257263184,-0.10070999711751938,0.14768199622631073,0.44060298800468445,0.18077723681926727,-0.3123883605003357,2.241492509841919
1697732984836207600,0.06920751953125,-0.8714079856872559,-0.09455399960279465,0.16033600270748138,0.4538710117340088,0.2050955891609192,-0.31554433703422546,2.2139601707458496
1697732984845625600,0.07862548828125,-0.8436980247497559,-0.08797100186347961,0.19211600720882416,0.49348199367523193,0.25495246052742004,-0.3448478877544403,2.1277363300323486
1697732984855043300,0.088043212890625,-0.7609540224075317,-0.07928299903869629,0.2676379978656769,0.5856890082359314,0.3565743565559387,-0.44911304116249084,1.9119114875793457
1697732984864460800,0.097460693359375,-0.7914659976959229,-0.06106400117278099,0.253836989402771,0.5526469945907593,0.3693203926086426,-0.3867977261543274,1.9956120252609253
1697732984873878800,0.106878662109375,-0.873894989490509,-0.08586200326681137,0.16058699786663055,0.4507159888744354,0.2143673598766327,-0.2992744445800781,2.221686840057373
1697732984883296500,0.116296630859375,-0.9195899963378906,-0.10088899731636047,0.09292100369930267,0.3681580126285553,0.10005427896976471,-0.25678497552871704,2.3929035663604736
1697732984892714200,0.12571435546875,-0.9175999760627747,-0.09671299904584885,0.09339699894189835,0.3740760087966919,0.10240181535482407,-0.24995756149291992,2.380270004272461
1697732984902132000,0.135132080078125,-0.915706992149353,-0.09233599901199341,0.09628400206565857,0.37905600666999817,0.10981573164463043,-0.244529128074646,2.3701529502868652
1697732984911549700,0.1445498046875,-0.9142749905586243,-0.08815799653530121,0.1003279983997345,0.38244199752807617,0.11974084377288818,-0.24024498462677002,2.3636960983276367
1697732984920967400,0.153967529296875,-0.9135400056838989,-0.08437199890613556,0.10446999967098236,0.3839400112628937,0.13006654381752014,-0.2365754246711731,2.3613429069519043
1697732984930385200,0.16338525390625,-0.9134830236434937,-0.08096099644899368,0.10813699662685394,0.38379499316215515,0.13963265717029572,-0.23302094638347626,2.3624584674835205
1697732984939803000,0.172802978515625,-0.9138050079345703,-0.07771699875593185,0.11137399822473526,0.3827739953994751,0.14846888184547424,-0.22930265963077545,2.365370750427246
1697732984949220600,0.182220703125,-0.914139986038208,-0.07451300323009491,0.11428800225257874,0.3817490041255951,0.156645730137825,-0.22539284825325012,2.368175983428955
1697732984958638300,0.191638427734375,-0.9142330288887024,-0.07107800245285034,0.11742100119590759,0.38123100996017456,0.16526930034160614,-0.22129452228546143,2.369852304458618
1697732984968056000,0.20105615234375,-0.9139479994773865,-0.06699100136756897,0.12162099778652191,0.3813369870185852,0.17623741924762726,-0.2169066071510315,2.370267868041992
1697732984977474000,0.21047412109375,-0.9132720232009888,-0.062139999121427536,0.1274300068616867,0.3818820118904114,0.19071081280708313,-0.21242181956768036,2.3698818683624268
1697732984986891800,0.219891845703125,-0.9122229814529419,-0.05667300149798393,0.13523000478744507,0.3825570046901703,0.20938098430633545,-0.2083677053451538,2.3693840503692627
1697732984996309500,0.2293095703125,-0.910768985748291,-0.05109100043773651,0.14495299756526947,0.38324499130249023,0.2317853569984436,-0.20561496913433075,2.3690083026885986
1697732985005727200,0.238727294921875,-0.9088760018348694,-0.04652100056409836,0.15439100563526154,0.38463398814201355,0.25276461243629456,-0.20475952327251434,2.3670132160186768
1697732985015144700,0.248144775390625,-0.9065250158309937,-0.04366200044751167,0.161871999502182,0.38742899894714355,0.26847463846206665,-0.2060440182685852,2.3617477416992188
1697732985024562700,0.257562744140625,-0.9036309719085693,-0.04263800010085106,0.1667959988117218,0.39218801259994507,0.27753496170043945,-0.20941612124443054,2.351984977722168
1697732985033980400,0.26698046875,-0.8998960256576538,-0.042725998908281326,0.17093899846076965,0.39892300963401794,0.28380313515663147,-0.214931920170784,2.3378782272338867
1697732985043398100,0.276398193359375,-0.8957729935646057,-0.04340999945998192,0.17518900334835052,0.4062179923057556,0.28962719440460205,-0.22191786766052246,2.322591543197632
1697732985052816000,0.28581591796875,-0.8929749727249146,-0.04458099976181984,0.17654600739479065,0.41162899136543274,0.2899766266345978,-0.22690439224243164,2.310994863510132
1697732985062233600,0.295233642578125,-0.8925449848175049,-0.04612100124359131,0.17241400480270386,0.41413599252700806,0.2803342044353485,-0.22708244621753693,2.304905652999878
1697732985071651300,0.3046513671875,-0.8940389752388,-0.04863499850034714,0.16383899748325348,0.41410699486732483,0.2621762156486511,-0.22453895211219788,2.3037872314453125
1697732985081069000,0.314069091796875,-0.8966180086135864,-0.05251400172710419,0.15278400480747223,0.4122779965400696,0.2387402504682541,-0.2219671607017517,2.3063507080078125
1697732985090486800,0.32348681640625,-0.8996090292930603,-0.057183001190423965,0.14132699370384216,0.4092180132865906,0.21425284445285797,-0.2203301340341568,2.3115644454956055
1697732985099904500,0.332904541015625,-0.9025020003318787,-0.06188800185918808,0.1309719979763031,0.40559300780296326,0.1919657588005066,-0.2197142392396927,2.3181052207946777
1697732985109322200,0.342322265625,-0.9049360156059265,-0.06630399823188782,0.12158200144767761,0.4023819863796234,0.1716320961713791,-0.21960750222206116,2.323763847351074
1697732985118740000,0.351739990234375,-0.906719982624054,-0.07043299823999405,0.11261799931526184,0.40026700496673584,0.1520666480064392,-0.21964231133460999,2.3269574642181396
1697732985128157700,0.36115771484375,-0.9078909754753113,-0.07410900294780731,0.10429000109434128,0.39920300245285034,0.13380120694637299,-0.2195921093225479,2.327845573425293
1697732985137575400,0.370575439453125,-0.9087219834327698,-0.0772470012307167,0.09627199918031693,0.3987320065498352,0.11640162765979767,-0.21890978515148163,2.327423334121704
1697732985146993200,0.3799931640625,-0.9094449877738953,-0.08011599630117416,0.08801700174808502,0.39842599630355835,0.09873700141906738,-0.2175711691379547,2.3265597820281982
1697732985156411000,0.389410888671875,-0.9103050231933594,-0.08266399800777435,0.07952199876308441,0.39772599935531616,0.08098144829273224,-0.2154170423746109,2.3265137672424316
1697732985165828600,0.39882861328125,-0.9114680290222168,-0.0846090018749237,0.07038900256156921,0.3963730037212372,0.0626794844865799,-0.21161320805549622,2.32784366607666
1697732985175246300,0.408246337890625,-0.9128739833831787,-0.08583299815654755,0.06050499901175499,0.39450201392173767,0.043680544942617416,-0.20589986443519592,2.3302767276763916
1697732985184664000,0.4176640625,-0.9144229888916016,-0.08676400035619736,0.049626000225543976,0.3922240138053894,0.023155072703957558,-0.19891619682312012,2.333512783050537
1697732985194081800,0.427081787109375,-0.9159219861030579,-0.08811800181865692,0.037581998854875565,0.3897550106048584,0.00015840097330510616,-0.1918894201517105,2.336963415145874
1697732985203499500,0.43649951171875,-0.9171550273895264,-0.09036300331354141,0.024531999602913857,0.3873730003833771,-0.025449935346841812,-0.18582749366760254,2.339948892593384
1697732985212917200,0.445917236328125,-0.9179319739341736,-0.09012199938297272,0.014961999841034412,0.3860749900341034,-0.04280831292271614,-0.1779421865940094,2.3415098190307617
1697732985222335000,0.4553349609375,-0.9183560013771057,-0.08725400269031525,0.012287000194191933,0.3858189880847931,-0.04543556272983551,-0.17056743800640106,2.342247724533081
1697732985231752700,0.464752685546875,-0.9182609915733337,-0.08354400098323822,0.013806999661028385,0.38681501150131226,-0.03982564061880112,-0.1648576408624649,2.340925931930542
1697732985241170400,0.47417041015625,-0.9179660081863403,-0.07976900041103363,0.0164170004427433,0.38820600509643555,-0.03220938518643379,-0.15987704694271088,2.3388330936431885
1697732985250588200,0.483588134765625,-0.9177799820899963,-0.07696499675512314,0.017362000420689583,0.38916900753974915,-0.02838161587715149,-0.1554122269153595,2.337278366088867
1697732985260006000,0.493005859375,-0.9178329706192017,-0.07585600018501282,0.015599999576807022,0.3893379867076874,-0.030790572986006737,-0.151978000998497,2.33687424659729
1697732985269423600,0.502423583984375,-0.9181320071220398,-0.07639800012111664,0.011939999647438526,0.38865599036216736,-0.0378953255712986,-0.15013132989406586,2.337862253189087
1697732985278841000,0.511841064453125,-0.9185960292816162,-0.07819700241088867,0.007569999899715185,0.3873090147972107,-0.047213394194841385,-0.15008965134620667,2.3400135040283203
